Country,Year,fertilityRate,lifeExpectancy,mortalityRate,popGrowth,ruralPopPct,gdpGrowthPct,gdpUS,gdpPerCapitaUS,gni,gniPerCapita,pop14under,pop15to24,pop25to64,pop65over,totalPop,happinessScore
Tajikistan,2015,3.404,70.87899999999999,31.3,2.19868,73.258,6.008290000000001,7854602391.65355,918.81191,57821368300.0,1240.0,3029.8790000000004,1691.5720000000001,3483.615,248.96200000000002,8454.028,4.7860000000000005
Tajikistan,2016,3.36,71.051,30.3,2.15588,73.149,6.872960000000001,6952678127.03396,795.96075,63987284700.0,1110.0,3130.094,1679.285,3597.836,256.36400000000003,8663.579,4.996
Tajikistan,2017,3.313,71.214,29.4,2.11142,73.018,7.617489999999999,7146449583.026309,801.05087,70490603200.0,990.0,3237.072,1666.5639999999999,3711.759,264.873,8880.268,5.04099988937378
United States,2015,1.8435,78.69024,5.8,0.73734,18.329,2.8809099999999996,18219297000000.0,56803.470610000004,18700478000000.0,56700.0,61684.769,44498.16,167709.54,46985.84099999999,320878.31,7.119
United States,2016,1.8205,78.53902,5.7,0.7234,18.137999999999998,1.56722,18707189000000.0,57904.20432999999,19049435000000.0,57170.0,61448.439000000006,44398.287000000004,168608.082,48561.187000000005,323015.995,7.104
United States,2017,1.7655,78.53902,5.7,0.64046,17.942,2.2170099999999997,19485394000000.0,59927.93029,19872232000000.0,59160.0,0.0,0.0,0.0,0.0,0.0,6.993000030517581
Belarus,2015,1.724,73.62439,3.1,0.1593,22.819000000000003,-3.82957,56454734396.5842,5949.10631,85992994000.0,6720.0,1535.1860000000001,1060.622,5491.624,1351.991,9439.423,5.813
Belarus,2016,1.733,73.82683,2.9,0.12550999999999998,22.339000000000002,-2.52645,47749057078.1996,5025.40506,90591202200.0,5630.0,1559.8670000000002,1011.268,5512.848000000001,1361.66,9445.643,5.8020000000000005
Belarus,2017,1.541,74.12926999999999,2.8,-0.03442,21.866,2.4219,54456465472.6162,5733.30721,101223548800.0,5290.0,1578.934,965.9839999999999,5527.93,1377.3829999999998,9450.231,5.5689997673034695
Tunisia,2015,2.2230000000000003,75.525,12.0,1.15761,31.944000000000003,1.15362,43152528548.124,3827.7298299999998,82020600000.0,3930.0,2659.71,1737.191,5926.104,856.944,11179.948999999999,4.739
Tunisia,2016,2.201,75.73100000000001,11.6,1.14291,31.654,1.10839,41808379888.2682,3666.35715,87276000000.0,3720.0,2712.768,1705.485,6000.654,885.038,11303.945,5.045
Tunisia,2017,2.175,75.943,11.2,1.12386,31.358,1.95513,39952095560.8829,3464.41689,93602400000.0,3490.0,2756.789,1675.797,6080.198,920.659,11433.443000000001,4.80499982833862
Sri Lanka,2015,2.063,75.08800000000001,8.2,0.9007299999999999,81.744,5.007680000000001,80604080688.7961,3844.5140100000003,10675880000000.0,3760.0,5179.475,3125.827,10639.062,1963.6629999999998,20908.027,4.271
Sri Lanka,2016,2.046,75.28399999999999,7.8,1.12406,81.689,4.4688300000000005,81787420023.358,3857.35132,11585492000000.0,3790.0,5170.108,3116.4390000000003,10681.178,2053.446,21021.171000000002,4.415
Sri Lanka,2017,2.032,75.485,7.5,1.13022,81.616,3.3088,87357205923.1238,4073.7365200000004,12961010557000.0,3850.0,5156.737,3113.565,10718.813999999998,2138.916,21128.032000000003,4.44000005722046
Swaziland,2015,3.141,57.107,42.5,1.8296599999999998,76.7,0.39113000000000003,4020275298.0272603,3047.9467600000003,51801110200.0,3280.0,431.666,242.99,385.76300000000003,43.625,1104.0439999999999,4.867
Qatar,2015,1.929,78.036,6.9,4.4126199999999995,1.055,3.65751,161739835164.835,65177.22879,575754944000.0,75150.0,344.67400000000004,360.915,1834.5020000000002,25.619,2565.71,6.611000000000001
Qatar,2016,1.9069999999999998,78.184,6.7,3.4950699999999997,0.985,2.13131,151732142857.143,59044.24729,548267000000.0,66110.0,358.311,378.68,1887.95,29.433000000000003,2654.3740000000003,6.375
Qatar,2017,1.886,78.331,6.5,2.6650400000000003,0.922,1.57985,166928571428.57098,63249.42243,606093000000.0,60510.0,368.131,388.278,1934.747,33.571999999999996,2724.728,6.375
Senegal,2015,4.84,66.78399999999999,34.9,2.9191599999999998,54.138000000000005,6.36704,17767620058.8554,1186.32751,10277130000000.0,1290.0,6337.8009999999995,2884.953,4909.39,446.315,14578.458999999999,3.904
Senegal,2016,4.769,67.146,33.8,2.86061,53.70399999999999,6.22845,18973894458.795,1231.1426,10956275000000.0,1240.0,6503.816999999999,2954.7509999999997,5075.366,459.585,14993.518999999998,4.218999999999999
Senegal,2017,4.695,67.477,32.7,2.80839,53.26,7.153789999999999,21070225734.7861,1329.30423,11933294621000.0,1240.0,6666.764,3028.717,5249.803000000001,474.07099999999997,15419.355,4.53499984741211
Trinidad and Tobago,2015,1.766,70.556,24.5,0.41251000000000004,46.681000000000004,1.51716,24401734194.6814,17941.23794,154080258300.0,18840.0,283.365,185.535,768.95,132.47799999999998,1370.328,6.167999999999999
Trinidad and Tobago,2016,1.7519999999999998,70.673,23.8,0.35741999999999996,46.75,-5.95706,22295585700.3672,16334.21714,146703616900.0,16760.0,284.078,181.378,774.227,137.877,1377.56,6.167999999999999
Trinidad and Tobago,2017,1.739,70.783,23.1,0.30453,46.795,-2.33601,22079017626.6686,16126.37095,144678920200.0,15340.0,284.265,178.32299999999998,778.0189999999999,143.452,1384.059,6.1680002212524405
Thailand,2015,1.4980000000000002,75.10300000000001,9.0,0.35138,52.306000000000004,3.0201700000000002,401399422442.96704,5846.39461,13038034000000.0,5710.0,12350.896,9649.106,39429.375,7285.134,68714.511,6.455
Thailand,2016,1.482,75.303,8.5,0.29946999999999996,51.552,3.2826800000000005,411755164832.674,5979.29355,13851120000000.0,5700.0,12170.443000000001,9627.12,39582.723,7591.022,68971.308,6.474
Thailand,2017,1.4669999999999999,75.498,8.2,0.25235,50.8,3.9128800000000004,455302682985.757,6595.0041200000005,14735614000000.0,5950.0,12010.546999999999,9556.673,39727.089,7915.501,69209.81,6.4239997863769505
South Sudan,2016,4.855,56.81100000000001,62.5,2.89155,80.908,-13.833720000000001,2904114903.22912,237.44412000000003,121842825250.003,390.0,4579.380999999999,2192.7129999999997,3689.703,370.721,10832.518,3.832
South Sudan,2017,4.774,57.288000000000004,62.5,2.78159,80.654,0.0,0.0,0.0,0.0,0.0,4588.721,2207.806,3741.55,372.686,10910.763,3.5910000801086404
United Kingdom,2015,1.8,80.9561,3.8,0.79497,17.374000000000002,2.34912,2896420586534.4,44472.1517,1852845000000.0,43860.0,11562.303,8079.161999999999,34380.84,11837.841,65860.146,6.867000000000001
United Kingdom,2016,1.79,81.1561,3.7,0.71403,17.114,1.7892400000000002,2659238931670.25,40539.919610000004,1920116000000.0,42420.0,11661.608999999999,8014.887,34582.818999999996,12038.628999999999,66297.944,6.725
United Kingdom,2017,1.79,81.1561,3.7,0.64995,16.857,1.82293,2637866340434.13,39953.57306,2011674000000.0,40600.0,11767.393999999998,7941.638000000001,34813.219,12205.21,66727.461,6.71400022506714
Spain,2015,1.33,82.83171,2.7,-0.07758999999999999,20.398,3.64468,1199084183705.08,25817.386609999998,1078232000000.0,28460.0,6957.069,4554.312,26457.708,8702.837,46671.926,6.329
Spain,2016,1.34,83.32927,2.6,0.08337,20.16,3.17259,1237499479181.11,26622.29914,1119735000000.0,27620.0,6885.713000000001,4524.519,26405.14,8818.768,46634.14,6.361000000000001
Spain,2017,1.34,83.32927,2.6,0.23551,19.92,2.97918,1314314164402.2,28208.300410000003,1165046000000.0,27150.0,6858.729,4497.126,26360.527000000002,8931.046,46647.428,6.40299987792969
Somalia,2016,6.267,56.293,82.1,2.90437,56.184,2.89,6761998533.93861,472.27269,155259054000000.0,101.0,6659.213000000001,2927.672,4197.4529999999995,401.298,14185.636,5.44
Somalia,2017,6.171,56.714,79.7,2.92188,55.608999999999995,1.39,7052000000.0,478.34417,162177075000000.0,102.0,6820.876,3033.5,4318.474,416.329,14589.178999999998,5.151000022888179
Palestinian Territories,2015,4.075,73.29899999999999,18.6,2.92469,24.631999999999998,3.4287300000000003,12673000000.0,2865.8051100000002,14385300000.0,3260.0,1807.277,985.696,1599.578,136.615,4529.166,4.715
Palestinian Territories,2016,4.008,73.473,18.3,2.88469,24.372,4.70844,13425700000.0,2949.6880899999996,15321900000.0,3320.0,1835.116,995.8810000000001,1663.021,141.636,4635.654,4.754
Palestinian Territories,2017,3.9419999999999997,73.646,17.9,2.8847,24.105999999999998,3.1402400000000004,14498100000.0,3094.72575,16490000000.0,3340.0,1863.891,1002.57,1733.8829999999998,146.88299999999998,4747.227,4.77500009536743
